title,description
VAT1239,Vehicle and Traffic       1239.  Reflective  material  and  devices  for in-line skating. The  commissioner is hereby directed to promulgate rules and  regulations  to  establish  standards  for  reflective  devices  and/or  material  to  be  equipped  into  in-line  skates  pursuant  to  section   three   hundred  ninety-one-m of the general business law.
VAT1240,"Vehicle and Traffic       1240.  Leaving  the  scene  of  an  incident  involving  a  wheeled  non-motorized means  of  conveyance  without  reporting  in  the  second  degree.  1.  Any  person age eighteen years or older operating a wheeled  non-motorized  means  of  conveyance,  including,  but  not  limited  to  bicycles,  in-line  skates, roller skates and skate boards, who, knowing  or having cause to know, that physical injury, as defined in subdivision  nine of section 10.00 of the penal  law,  has  been  caused  to  another  person,  due  to the operation of such non-motorized means of conveyance  by such person, shall, before leaving the place where the said  physical  injury  occurred,  stop,  and  provide his name and residence, including  street and street number, to the injured party, if practical,  and  also  to  a  police  officer, or in the event that no police officer is in the  vicinity of the place of said injury, then such person shall report said  incident as soon as physically able to the  nearest  police  station  or  judicial officer.    2.  Leaving the scene of an incident involving a wheeled non-motorized  means of  conveyance  without  reporting  in  the  second  degree  is  a  violation."
VAT1241,"Vehicle and Traffic       1241.  Leaving  the  scene  of  an  incident  involving  a  wheeled  non-motorized means of conveyance without reporting in the first degree.  1.  Any  person  age  eighteen  years  or  older  operating  a   wheeled  non-motorized  means  of  conveyance,  including,  but  not  limited  to  bicycles, in-line skates, roller skates and skate boards,  who,  knowing  or  having  cause  to  know, that serious physical injury, as defined in  subdivision ten of section 10.00 of the penal law, has  been  caused  to  another  person,  due  to  the  operation of such non-motorized means of  conveyance by such person, shall, before leaving  the  place  where  the  said  serious  physical  injury occurred, stop, and provide his name and  residence, including street and street number, to the injured party,  if  practical,  and also to a police officer, or in the event that no police  officer is in the vicinity of the place of said injury, then such person  shall report said incident as soon as physically  able  to  the  nearest  police station or judicial officer.    2.  Leaving the scene of an incident involving a wheeled non-motorized  means of conveyance without reporting in the first degree is a  class  B  misdemeanor."
VATT7A34-A,Vehicle and Traffic                                 ARTICLE 34-A                           OPERATION OF MOTORCYCLES   Section 1250. Traffic laws apply to persons operating motorcycles.          1251. Riding on motorcycles.          1252. Operating motorcycles on roadways laned for traffic.          1253. Clinging to other vehicles.
VAT1250,"Vehicle and Traffic      1250. Traffic  laws  apply  to persons operating motorcycles.  Every  person operating a motorcycle shall be granted all  of  the  rights  and  shall  be  subject  to all of the duties applicable to the driver of any  other vehicle under this title, except as to special regulations in this  article and except as to those provisions of this title which  by  their  nature can have no application."
VAT1251,"Vehicle and Traffic      1251. Riding  on  motorcycles.  (a)  A person operating a motorcycle  shall ride only upon the permanent and regular  seat  attached  thereto,  and  such  operator shall not carry any other person nor shall any other  person ride on a motorcycle unless such motorcycle is designed to  carry  more  than  one  person,  in  which  event a passenger may ride upon the  permanent and regular seat if designed for two persons, or upon  another  seat  firmly  attached  to  the  motorcycle  at  the rear or side of the  operator.    (b) A person shall ride upon a motorcycle only while  sitting  astride  the  seat,  facing forward, with one leg on each side of the motorcycle,  unless said person is seated in a sidecar affixed to said motorcycle.    (c) No person shall operate a motorcycle while carrying  any  package,  bundle  or  other  article which prevents him from keeping both hands on  the handlebars.    (d) No operator shall carry any person, nor shall any person ride,  in  a  position  that  will  interfere  with the operation or control of the  motorcycle or the view of the operator."
VAT1252,"Vehicle and Traffic      1252. Operating  motorcycles  on roadways laned for traffic. (a) All  motorcycles are entitled to full use of a lane and no motor  vehicle  or  motorcycle shall be driven in such a manner as to deprive any motorcycle  of  the  full  use  of  a  lane.  However,  this subsection shall not be  construed to prevent motorcycles from being operated two  abreast  in  a  single lane.    (b)  The  operator  of a motorcycle shall not overtake and pass in the  same lane occupied by the vehicle being overtaken.    (c) No person shall operate a motorcycle between lanes of  traffic  or  between adjacent lines or rows of vehicles.    (d)  Motorcycles  shall  not  be  operated  more than two abreast in a  single lane.    (e) Subsections (b) and (c) shall not apply to police officers in  the  performance of their official duties."
VAT1253,Vehicle and Traffic      1253. Clinging to other vehicles. No person riding upon a motorcycle  shall attach himself or the motorcycle to any other vehicle or streetcar  on a roadway.
VATT7A34-B,"Vehicle and Traffic                                  ARTICLE 34-B                                 RIDING HORSES   Section 1260. Effect of regulations.          1261. Traffic laws apply to persons riding or leading horses.          1262. Riding on roadways, shoulders and horse paths.          1263. Carrying articles.          1264. Ban on night riding.          1265. Wearing of helmets."
VAT1260,Vehicle and Traffic      1260. Effect  of  regulations.  (a)  The parent of any child and the  guardian of any ward shall not authorize or knowingly  permit  any  such  child or ward to violate any of the provisions of this article.    (b)  These  regulations  applicable  to  horses shall apply whenever a  horse is ridden or led upon any highway and upon private roads  open  to  public motor vehicle traffic.
VAT1261,"Vehicle and Traffic      1261. Traffic  laws apply to persons riding or leading horses. Every  person riding or leading a horse upon a roadway  shall  be  granted  all  rights  and  shall be subject to all the duties applicable to the driver  of a vehicle by this title, except as to  special  regulations  in  this  article  and  except as to those provisions of this title which by their  nature can have no application."
VAT1262,"Vehicle and Traffic      1262. Riding  on  roadways,  shoulders and horse paths. (a) Upon all  roadways, horses shall be ridden or led either near the right hand  curb  or  edge  of  the  roadway or upon a usable right-hand shoulder, lane or  path in such a manner as to prevent undue interference with the flow  of  traffic.    (b) Persons riding or leading horses upon a roadway shall do so single  file.    (c)  Any  person riding or leading a horse who is entering the roadway  from a private road, driveway, alley or over  a  curb  shall  bring  the  horse to a full stop before entering the roadway."
VAT1263,"Vehicle and Traffic      1263. Carrying  articles.  No person riding or leading a horse shall  carry any package, bundle, or article which prevents  such  person  from  keeping at least one hand upon the reins."
VAT1264,"Vehicle and Traffic      1264. Ban on night riding. No person shall ride or lead a horse upon  a  roadway during the period from one-half hour after sunset to one-half  hour before sunrise.  The provisions of this section shall not apply  to  horse-drawn  carriages  or  carts  or police officers, peace officers or  park rangers mounted on horseback."
VAT1265,"Vehicle and Traffic       1265.  Wearing of helmets. 1. No person less than eighteen years of  age shall ride a horse unless such person is wearing a helmet meeting or  exceeding ASTM F1163 (Safety Equipment Institute  certified)  Equestrian  Standard.  For purposes of this section, ""certified"" shall mean that the  helmet's manufacturer agrees to the rules and  provisions  of  a  system  that  includes  independent testing and quality control audits, and that  each helmet manufactured by such manufacturer is permanently marked with  the certifying body's registered mark or logo before such helmet is sold  or offered for sale. For the purposes of this section, wearing a  helmet  means  having  a  helmet  fastened  securely  upon  the  head  using the  manufacturer's fitting guidelines for the particular model used.    2. Any person who violates the provisions of this section shall pay  a  civil  fine  not  to  exceed two hundred fifty dollars. A police officer  shall only issue a summons for a violation of this section by  a  person  less than eighteen years of age to the parent or guardian of such person  if  the violation by such person occurs in the presence of such person's  parent or guardian and where such parent or guardian is  eighteen  years  of  age  or  more.  Such  summons shall only be issued to such parent or  guardian, and shall not be issued to the person less than eighteen years  of age.    3. (a) The court shall waive any civil fine for  which  a  person  who  violates  the  provisions of this section would be liable if such person  supplies the court with proof that between the date of violation and the  appearance date for such violation such person  purchased  or  rented  a  helmet.    (b) The court may waive any civil fine for which a person who violates  the  provisions  of  the section would be liable if the court finds that  due to reasons of economic hardship such person was unable to purchase a  helmet.    4. The failure of any person to comply with  the  provisions  of  this  section  shall  not  constitute contributory negligence or assumption of  risk, and shall not in any way bar, preclude or foreclose an action  for  personal injury or wrongful death by or on behalf of such person, nor in  any way diminish or reduce the damages recoverable in any such action."
VATA34-C,"Vehicle and Traffic                                 ARTICLE 34-C          OPERATION OF ELECTRIC PERSONAL ASSISTIVE MOBILITY DEVICES  Section 1270. Effect of regulations.          1271. Traffic  laws apply to persons operating electric personal                  assistive mobility devices; local laws.          1272. Operating electric personal assistive mobility devices.          1273. Clinging to vehicles.          1274. Riding on  roadways,  shoulders  and  lanes  reserved  for                  non-motorized vehicles and devices.          1275. Lamps and other equipment.          1276. Operators to wear protective headgear.          1277. Leaving  the  scene  of  an incident involving an electric                  personal assistive mobility device without reporting."
VAT1270,"1270.  Effect  of  regulations.  1. The parent of any child and the  guardian of any ward shall not authorize or knowingly  permit  any  such  child or ward to violate any of the provisions of this article.    2.   These  regulations  applicable  to  electric  personal  assistive  mobility devices shall apply whenever  an  electric  personal  assistive  mobility  device, pursuant to section twelve hundred seventy-one of this  article, is operated upon any highway, upon private roads open to public  motor vehicle traffic, upon any  designated  bicycle  or  in-line  skate  lane.    Additionally,  if  the  governing body of any county not wholly  included within a city, city with a population of less than one million,  town or village which authorizes the use of electric personal  assistive  mobility  devices  upon  any  place  not specifically authorized by this  article,  such  as  sidewalks  these  regulations  shall  be  applicable  thereon."
VAT1271,"1271.  Traffic  laws  apply  to persons operating electric personal  assistive mobility devices; local laws.  1.  Except  in  cities  with  a  population  of  one million or more and except as provided by local law,  ordinance, order, rule or regulation enacted or promulgated pursuant  to  subdivision two of this section, an electric personal assistive mobility  device  may  only  be  operated on highways with a posted speed limit of  thirty miles per hour or less, including non-interstate public highways,  private roads open to motor vehicle traffic, and designated  bicycle  or  in-line  skate  lanes.  Every  person  operating  an  electric  personal  assistive mobility device upon a roadway shall be  granted  all  of  the  rights  and  shall  be  subject  to  all of the duties applicable to the  driver of a vehicle by this title, except as to special  regulations  in  this  article  and  except as to those provisions of this title which by  their nature can have no application; provided, however, that  when  the  operator  of  an electric personal assistive mobility device is making a  left turn at or crossing an intersection, such operator  shall  use  the  designated crosswalk for such purpose.    2.  (a)  The governing body of any county not wholly included within a  city, city with a population of less than one million, town  or  village  may,  by  local  law,  ordinance,  order,  rule  or  regulation, further  regulate the time,  place  and  manner  of  the  operation  of  electric  personal  assistive  mobility  devices  including authorizing the use of  electric personal assistive mobility devices on sidewalks, and limiting,  prohibiting entirely or prohibiting the use thereof in  specified  areas  under the jurisdiction of such county not wholly included within a city,  city with a population of less than one million, town or village.    (b) The operation of electric personal assistive mobility devices in a  city having a population of one million or more is prohibited."
VAT1272,"1272. Operating electric personal assistive mobility devices. 1. No  electric personal assistive mobility device shall be used to carry  more  persons  at  one  time than the number for which such device is designed  and  equipped.  No  person  operating  an  electric  personal  assistive  mobility device shall carry any person as a passenger in a pack fastened  to the operator or fastened to such device.    2.  No  person  shall  operate an electric personal assistive mobility  device outside during the period of time  between  one-half  hour  after  sunset  and  one-half  hour before sunrise unless such person is wearing  readily visible reflective clothing or material which is of a  light  or  bright color.    3.  No person operating an electric personal assistive mobility device  shall carry any package, bundle or article which prevents  the  operator  from  keeping  at least one hand upon the handle bars or which obstructs  his or her vision in any direction.    4. Every person operating  an  electric  personal  assistive  mobility  device shall yield the right of way to pedestrians and motor vehicles.    5.  Every  operator  of an electric personal assistive mobility device  shall be sixteen years of age or older.    6. No person shall operate an  electric  personal  assistive  mobility  device in a state park or historic site.    7.  If  the  governing body of any county not wholly included within a  city, city with a population of less than one million, town  or  village  shall  authorize the use of electric personal assistive mobility devices  upon any sidewalk, such authorization shall  not  permit  the  operation  thereof  at  a speed in excess of eight miles per hour. Additionally, if  such authorization is granted,  no  operator  of  an  electric  personal  assistive  mobility  device  shall  overtake  a pedestrian on a sidewalk  unless there is adequate  space  for  the  personal  assistive  mobility  device  to  pass  around  the  pedestrian  and  warning is given to such  pedestrian through the audible device  defined  in  subdivision  two  of  section twelve hundred seventy-five of this article.    8. A first violation of the provisions of this section shall result in  no  fine.  A second or subsequent violation shall result in a civil fine  not to exceed fifty dollars."
VAT1273,"1273.  Clinging  to  vehicles.  1.  No person operating an electric  personal assistive mobility device shall attach such device, or  himself  or herself to any vehicle being operated upon a roadway.    2. No vehicle operator shall knowingly permit any person to attach any  electric  personal  assistive  mobility  device or himself or herself to  such operator's vehicle in violation of subdivision one of this section."
VAT1274,"1274.  Riding  on  roadways,  shoulders  and  lanes  reserved  for  non-motorized vehicles and devices. 1. Upon all roadways,  any  electric  personal  assistive mobility device shall be operated either on a usable  bicycle or in-line skate lane or, if a usable bicycle or  in-line  skate  lane  has  not  been  provided,  near the right-hand curb or edge of the  roadway or upon a usable right-hand shoulder in  such  a  manner  as  to  prevent  undue  interference  with  the  flow  of  traffic  except  when  preparing to enter into a crosswalk to turn  left  at  or  to  cross  an  intersection or when reasonably necessary to avoid conditions that would  make it unsafe to continue along near the right-hand curb or edge of the  roadway.  Conditions to be taken into consideration include, but are not  limited  to,  fixed  or  moving  objects,  vehicles,  bicycles,  in-line  skaters,  pedestrians,  animals,  surface  hazards and traffic lanes too  narrow for an electric personal assistive mobility device and a  vehicle  to travel safely side-by-side within the lane.    2. Persons operating electric personal assistive mobility devices upon  a  roadway  shall  ride single file. Persons operating electric personal  assistive mobility devices upon a shoulder,  bicycle  or  in-line  skate  lane,  or  bicycle  or  in-line  skate  path,  intended  for  the use of  bicycles, electric personal assistive mobility devices or in-line skates  may ride two or more abreast if sufficient space  is  available,  except  that  when  passing  a  vehicle,  bicycle,  electric  personal assistive  mobility device, person on in-line  skates  or  pedestrian  standing  or  proceeding along such shoulder, lane or path, persons operating electric  personal assistive mobility devices shall operate such devices in single  file.    3. Any person operating an electric personal assistive mobility device  who is entering the roadway from a private road, driveway, alley or over  a curb shall come to a full stop before entering the roadway."
VAT1275,"1275.  Lamps  and  other  equipment.  1.  Every  electric  personal  assistive mobility device when in use during the  period  from  one-half  hour after sunset to one-half hour before sunrise shall be equipped with  a  lamp on the front which shall emit a white light visible during hours  of darkness from a distance of at least five hundred feet to  the  front  and  with  a  red  light  visible to the rear for three hundred feet. At  least one of these lights shall be visible for  two  hundred  feet  from  each side.    2.  No  person  shall  operate an electric personal assistive mobility  device unless it is equipped with a bell  or  other  device  capable  of  giving  a  signal  audible  for a distance of at least one hundred feet,  except that such device shall not be equipped with nor shall any  person  use upon such device any siren or whistle.    3. Every electric personal assistive mobility device shall be equipped  with  a  system  that  enables  the  operator  to  bring the device to a  controlled stop."
VAT1276,"1276. Operators to wear protective headgear. 1. No person shall ride  upon,  propel  or  otherwise  operate  an  electric  personal  assistive  mobility device unless such person is wearing a helmet meeting standards  established  by  the  commissioner  pursuant  to   the   provisions   of  subdivision  two-a of section twelve hundred thirty-eight of this title.  As used in this subdivision, wearing a helmet means  having  a  properly  fitting helmet fixed securely on the head of such wearer with the helmet  straps securely fastened.    2.  Any  person who violates the provisions of subdivision one of this  section shall pay a civil fine not to exceed fifty dollars.    3. The court shall waive any fine for which a person who violates  the  provisions  of  subdivision  one of this section would be liable if such  person supplies the court with proof that between the date of  violation  and  the  appearance  date  for  such violation such person purchased or  rented a helmet, which meets the requirements of subdivision one of this  section, or if the court finds that due to reasons of economic  hardship  such  person  was  unable  to  purchase a helmet or due to such economic  hardship such person was unable to obtain a helmet  from  the  statewide  in-line skate and bicycle helmet distribution program, as established in  section two hundred six of the public health law or a local distribution  program.  Such  waiver of fine shall not apply to a second or subsequent  conviction under subdivision one of this section.    4. The failure of any person to comply with  the  provisions  of  this  section  shall  not  constitute contributory negligence or assumption of  risk, and shall not in any way bar, preclude or foreclose an action  for  personal injury or wrongful death by or on behalf of such person, nor in  any way diminish or reduce the damages recoverable in any such action.    5.  A  police  officer  shall  only issue a summons for a violation of  subdivision one of this section by a person less than fourteen years  of  age  to  the  parent or guardian of such person if the violation by such  person occurs in the presence of such person's parent  or  guardian  and  where  such  parent  or guardian is eighteen years of age or older. Such  summons shall only be issued to such parent or guardian, and  shall  not  be issued to the person less than fourteen years of age."
VAT1277,"1277.  Leaving  the  scene  of  an  incident  involving an electric  personal assistive mobility device without reporting. 1. (a) Any  person  eighteen  years of age or older operating an electric personal assistive  mobility device who, knowing or having  cause  to  know,  that  physical  injury,  as  defined  in  subdivision nine of section 10.00 of the penal  law, has been caused to another person, due to  the  operation  of  such  electric personal assistive mobility device by such person shall, before  leaving  the place where such physical injury occurred, stop and provide  his or her name and residence, including street and  street  number,  to  the injured party, if practical, and also to a police officer, or in the  event  that  no  police  officer is in the vicinity of the place of said  injury,  then  such  person  shall  report  said  incident  as  soon  as  physically able to the nearest police station or judicial officer.    (b)  A  violation  of  paragraph  (a)  of  this subdivision shall be a  violation.    2. (a) Any person eighteen years of age or older operating an electric  personal assistive mobility device who, knowing or having cause to know,  that serious physical injury, as defined in subdivision ten  of  section  10.00  of  the  penal law, has been caused to another person, due to the  operation of such electric personal assistive mobility  device  by  such  person  shall,  before  leaving  the  place  where such serious physical  injury occurred, stop  and  provide  his  or  her  name  and  residence,  including  street and street number, to the injured party, if practical,  and also to a police officer, or in the event that no police officer  is  in  the  vicinity  of  the  place of said injury, then such person shall  report said incident as soon as physically able to  the  nearest  police  station or judicial officer.    (b)  A violation of paragraph (a) of this subdivision shall be a class  B misdemeanor."
VATT8A35,Vehicle and Traffic                                  ARTICLE 35                         UNIFORM STATEWIDE APPLICATION   Section 1600. Provisions of chapter uniform throughout state.          1601. Rights of owners of real property.          1602. Emergency rule.          1603. Delegation of powers.          1604. Local ordinances prohibited.
VAT1600,"Vehicle and Traffic      1600. Provisions of chapter uniform throughout state. The provisions  of  this  chapter  shall be applicable and uniform throughout this state  and in all political subdivisions  and  municipalities  therein  and  no  local  authority shall enact or enforce any local law, ordinance, order,  rule or regulation in conflict  with  the  provisions  of  this  chapter  unless  expressly  authorized  herein. No local authority shall enact or  duplicate any provision of this  chapter  as  a  local  law,  ordinance,  order, rule or regulation, except that any local authority authorized to  supersede  any provision of this chapter may enact any such provision in  a modified or amended form."
VAT1601,"Vehicle and Traffic      1601. Rights  of  owners  of  real property. Nothing in this chapter  shall be construed to prevent the owner of real  property  used  by  the  public  for  purposes of vehicular travel by permission of the owner and  not as matter of right from prohibiting  such  use,  or  from  requiring  conditions  additional  to  those  specified  in  this  chapter, or from  otherwise regulating such use as may seem best to such owner."
VAT1602,"Vehicle and Traffic      1602. Emergency  rule.  (a)  Whenever a police officer shall deem it  advisable during a fire or at  the  time  of  any  accident  or  special  emergency  and  only  for such period of time as is necessitated thereby  for the public safety or convenience, temporarily to close any street or  part  thereof  to  vehicular  traffic,  or  to  vehicles  of  a  certain  description,  or  to divert the traffic thereof, or to divert or break a  course of  pedestrian  traffic,  such  official  shall  have  power  and  authority to do so.    (b)  In  the event of a fire or other emergency or to expedite traffic  or to safeguard pedestrians or property: any  police  officer  or  other  person  empowered  to  regulate  traffic at the scene may, to the extent  authorized  by  local  law,  ordinance,  order,  rule,   regulation   or  administrative  code provision adopted by local authorities with respect  to  highways  within  their  corporate  boundaries,  direct  traffic  as  conditions may require notwithstanding the provisions of this chapter or  of  local  laws,  ordinances, orders, rules, regulations, administrative  code or sanitary code provisions regulating traffic; and,  in  addition,  outside of cities and villages any member of the state police may direct  traffic as conditions may require notwithstanding the provisions of this  chapter  or  of  local  laws,  ordinances,  orders, rules or regulations  regulating traffic.    (c) Whenever the head of any police force or police department or  the  chief  executive  officer  of  a  city,  town  or  village shall deem it  advisable during a snow storm or in order to  remove  snow  or  to  plow  streets,  provided  that  signs  or markings giving notice are posted as  required by section sixteen hundred eighty-three of this  chapter,  such  head  of  the  police  force or police department or the chief executive  officer of a city, town or village may close any street or part  thereof  to  vehicular  traffic  or  prohibit,  restrict  or  limit the stopping,  standing or parking of vehicles.    (d) The superintendent of the New York state police or the head of any  police force or police department may authorize the temporary closure of  any street or part thereof to vehicular traffic, or  to  vehicles  of  a  certain  description,  or to divert the traffic thereof, or to divert or  break a course of pedestrian traffic in the following situations:    1. during the time of  any  speed  contest,  exhibition  of  speed  or  similar  special  event  which  is being held pursuant to section eleven  hundred eighty-two-a of this chapter;    2. during the time of the filming of any movie, commercial or  similar  event  which  is  being  undertaken  pursuant  to section eleven hundred  eighty-two-b of this chapter."
VAT1603,"Vehicle and Traffic      1603. Delegation of powers.  (a) Any or all of the powers granted by  this  chapter to the legislative body of a city or village or to the New  York state thruway  authority,  the  office  of  parks,  recreation  and  historic preservation, the department of environmental conservation, the  department of agriculture and markets, the industrial exhibit authority,  a  county  park commission, a parkway authority, a bridge authority or a  bridge and tunnel authority may be delegated to any official,  board  or  agency  thereof  designated by it or designated by law. If any authority  or commission herein mentioned shall  cease  to  exist,  its  powers  as  granted  by  this  chapter  shall  devolve  upon  the state or municipal  corporation succeeding to the property, functions, powers and duties  of  such  authority  or commission, as the case may be, and may be delegated  by its legislative body to any official,  board  or  agency  thereof  as  designated by it or by law.    (b)  Any  or  all  of the powers to adopt orders, rules or regulations  granted by this chapter to the legislative body of  any  city  having  a  population   in  excess  of  one  million,  whether  through  provisions  applicable to cities generally or applicable specifically  to  any  such  city,  may be exercised in such city, with respect to any highway, park,  bridge or tunnel therein, except as otherwise provided in subsection (c)  of this section, by any official, board or agency thereof authorized  by  law,  immediately  prior  to  the  effective  date  of  this section, to  promulgate traffic regulations with respect to such  place,  unless  and  until  any  such power shall be transferred to any other official, board  or agency of such city by local law or state statute.    (c) Any or all of the powers to adopt orders,  rules,  regulations  or  health  code  provisions  in relation to transportation of combustibles,  chemicals,  explosives,  inflammables  or  other  dangerous  substances,  articles, compounds or mixtures granted by this title to the legislative  body  of  any  city  having a population in excess of one million may be  exercised by the official, board or agency having the power  immediately  prior  to  the effective date of this section, to promulgate regulations  or health code provisions governing such matters,  unless  and  until  a  different  official, board or agency is designated by local law or state  statute to exercise such power.    (d) In any case where any  provision  of  this  title  grants  to  the  legislative  body  of  any  city  having  a  population in excess of one  million any power to adopt orders, rules,  regulations  or  health  code  provisions not possessed by such legislative body or any official, board  or  agency of such city, immediately prior to the effective date of this  section, such power may be exercised by the official,  board  or  agency  authorized  by  law,  immediately  prior  to  the effective date of this  section,  to  promulgate  traffic   regulations   applicable   generally  throughout  such  city,  unless and until a different official, board or  agency is designated by local law or  state  statute  to  exercise  such  power,  provided that any such power with respect to any park or highway  under the jurisdiction of a commissioner of parks  or  a  department  of  parks,  shall  be  exercised by the official, board or agency having the  power, immediately prior to the  effective  date  of  this  section,  to  promulgate  traffic  regulations  with  respect to such park or highway,  unless and until a different official, board or agency is designated  by  local  law or state statute to exercise such power, and provided further  that any such power  in  relation  to  transportation  of  combustibles,  chemicals,  explosives,  inflammables  or  other  dangerous  substances,  articles, compounds or mixtures shall  be  exercised  by  the  official,  board  or  agency  having  the power, immediately prior to the effective  date  of  this  section,  to  promulgate  regulations  or  health   code  provisions   governing  such  matters,  unless  and  until  a  different  official, board or agency is designated by local law or state statute to  exercise such power.    (e)  Any  or all of the powers granted by this title to the town board  of a town, except those set forth in paragraphs one, five, nine, fifteen  and twenty of subdivision (a) of section sixteen hundred  sixty  may  be  delegated to any official, board or agency designated by it or by law."
VAT1604,"Vehicle and Traffic      1604. Local  ordinances  prohibited. Except as otherwise provided in  this chapter, local authorities shall have no power to pass, enforce  or  maintain any ordinance, rule or regulation requiring from any owner of a  motor  vehicle  or motorcycle, or from any operator or chauffeur to whom  this chapter is applicable, any tax, fee, license or permit for the  use  of  the  public  highways,  or  excluding  any  such  owner, operator or  chauffeur from the free use of  such  public  highways,  excepting  such  driveway,  speedway or road as has been or may be expressly set apart by  law for the exclusive use of horses and light carriages, or in any other  way restricting motor vehicles or motorcycles or their speed upon or use  of the public highways; or setting aside for any given time a  specified  public  highway  or  any part thereof constructed in whole or in part at  the  expense  of  the   state   for   exhibitions,   shows,   exercises,  entertainments  or  meetings;  and  no  ordinance,  rule  or  regulation  contrary to or in any wise inconsistent  with  the  provisions  of  this  chapter, now in force or hereafter enacted shall have any effect.    Provided,  however,  that  the  power  given  to  local authorities to  license and regulate vehicles  offered  to  the  public  for  hire,  and  processions, assemblages or parades in the streets or public places, and  all  ordinances,  rules and regulations which may have been or which may  be enacted in pursuance of such powers shall remain in  full  force  and  effect."
VATT8A36,Vehicle and Traffic                                  ARTICLE 36                      STATE DEPARTMENT OF TRANSPORTATION   Section 1610. General powers and duties.          1611. Effect of department orders.          1612. Enforcement.          1613. Review by courts.
VAT1610,"Vehicle and Traffic      1610. General  powers  and duties.  The department of transportation  shall cooperate with the officials of cities  and  villages  toward  the  adoption  of  uniform  ordinances,  signs,  signals,  signal  lights and  markings in the cities and villages of the state."
VAT1611,Vehicle and Traffic      1611. Effect  of department orders.  Orders issued by the department  of transportation pursuant to the provisions of this  chapter  shall  be  deemed  to  be  rules and regulations for the purpose of taking judicial  notice thereof.
VAT1612,Vehicle and Traffic      1612. Enforcement.    The  supreme  court shall have jurisdiction to  enforce the provisions of this article or any orders  issued  thereunder  or to enjoin the enforcement thereof.
VAT1613,Vehicle and Traffic      1613. Review  by  courts.    Any  order  made  by  the department of  transportation pursuant to this chapter shall be subject  to  review  by  the supreme court in the manner provided in article seventy-eight of the  civil  practice  law  and  rules  or  by  any  other appropriate remedy.  Proceedings  to  review  shall  be  brought  in  Albany   county.   Such  proceedings shall be entitled to a preference.
VATT8A37,"Vehicle and Traffic                                  ARTICLE 37             REGULATION OF TRAFFIC BY DEPARTMENT OF TRANSPORTATION                         AND OTHER STATE AUTHORITIES   Section 1620. Speed   limits   on   state   highways,   and   on  Indian                  reservations.          1621. Other traffic regulations on state highways and on  indian                  reservations.          1622. Speed limits on county roads and town highways.          1623. Regulation of traffic on the grounds of state departments,                  institutions  of  the  state university, state hospitals                  and other state institutions.          1624. Limitation on scope of  local  speed  limits;  reports  of                  local    speeding    convictions    to   department   of                  transportation.          1625. Traffic regulations on restricted highways.          1626. Regulation of rest and parking areas and scenic overlooks.          1627. Designation of qualifying highways and access highways.          1628. Traffic regulations on  bridge  approaches  to  the  barge                  canal system.          1629. Closed or restricted bridges; penalties for noncompliance."
VAT1620,"Vehicle and Traffic      1620. Speed  limits  on  state highways, and on Indian reservations.  (a) The department of transportation  with  respect  to  state  highways  maintained  by the state outside of cities having a population in excess  of one million, and highways on Indian reservations, may by order,  rule  or  regulation  establish  higher or lower maximum speed limits at which  vehicles may proceed on or along such highways than the fifty-five miles  per hour statutory maximum speed limit.  No  such  maximum  speed  limit  shall  be  established  at  less than twenty-five miles per hour, except  that school speed limits may be established at  not  less  than  fifteen  miles  per hour, for a distance not to exceed one thousand three hundred  twenty feet, on a highway passing a school building, entrance or exit of  a school abutting on the highway. Absence of signs installed pursuant to  this section shall  be  presumptive  evidence  that  the  department  of  transportation has not established a higher maximum speed limit than the  fifty-five miles per hour statutory limit.    (b)  The  department  of transportation, whenever it determines on the  basis of an engineering and traffic investigation that  slow  speeds  on  any  part  of  a controlled-access state highway maintained by the state  outside  of  cities  having  a  population  in  excess  of  one  million  consistently  impede  the  normal  and  reasonable  flow of traffic, may  establish minimum speed limits below which vehicles may not  proceed  on  or along such highway,    (c)  The  department of transportation may determine the maximum speed  which may  be  maintained  without  structural  damage  to  bridges  and  elevated  structures  that are a part of any state highway maintained by  the state, and, if such maximum speed is lower than  the  maximum  speed  limit  otherwise  applicable, may by order, rule or regulation establish  such lower maximum speed limit at which vehicles may proceed on any such  bridge or structure."
